end=109,5
music=assets/sounds/level2theme.wav
background=-15;-10;-3;140;30;1
textureID=14
element=0;-1;-2;0;0;0,5;2;1;2
element=0;-1;-2;0;16;1;2;0;1
element=0;7;-2;0;0;0,5;2;0;1
element=0;15;-2;0;0;0,5;2;1;2
element=0;17;0;0;0;0,5;2;1;2
element=0;17;0;0;8;1;2;0;1
element=0;25;0;0;0;0,5;2;1;2
element=0;23;1;0;2;2;2;10;7
element=0;14;4,5;0;0;0,5;2;1;2
element=0;14;4,5;0;8;1;2;0;1
element=0;22;4,5;0;0;0,5;2;1;2
element=0;26;5;0;0;0,5;2;1;2
element=0;26;5;0;8;1;2;0;1
element=0;34;5;0;0;0,5;2;1;2
element=0;39;0;0;0;0,5;2;1;2
element=0;39;0;0;16;1;2;0;1
element=0;47;0;0;8;0,5;2;0;1
element=0;55;0;0;0;0,5;2;1;2
element=0;57;3;0;0;0,5;2;1;2
element=0;57;3;0;24;1;2;0;1
element=0;63;4;0;4;2;2;10;7
element=0;65;4;0;2;1;2;10;7
element=0;65;3;0;0;0,5;2;0;1
element=0;73;3;0;0;0,5;2;0;1
element=0;81;3;0;0;0,5;2;1;2
element=0;48;1;0;2;2;2;10;7
element=0;50;1;0;5;2,4;2;11;8
element=0;85;0;0;0;0,5;2;1;2
element=0;85;0;0;16;1;2;0;1
element=0;93;0;0;0;0,5;2;0;1
element=0;101;0;0;0;0,5;2;1;2
element=0;99;1;0;2;2;2;10;7
element=0;103;3;0;0;0,5;2;1;2
element=0;103;3;0;8;1;2;0;1
element=0;111;3;0;0;0,5;2;1;2
element=0;110;4;0;0;0;0;13;10
element=0;110;4,2;0;0;0;0;14;11
medkit=0;66;6;0;1;1;0,5;9;6
medkit=0;105;4,5;0;1;1;0,5;9;6
point=0;5;-1;0;1;1;0,5;12;9
point=0;7;-1;0;1;1;0,5;12;9
point=0;9;-1;0;1;1;0,5;12;9
point=0;20;1,25;0;1;1;0,5;12;9
point=0;24;3,25;0;1;1;0,5;12;9
point=0;15;5,75;0;1;1;0,5;12;9
point=0;17;5,75;0;1;1;0,5;12;9
point=0;30;6,25;0;1;1;0,5;12;9
point=0;42;1,25;0;1;1;0,5;12;9
point=0;45;1,25;0;1;1;0,5;12;9
point=0;64;5,75;0;1;1;0,5;12;9
point=0;70;6,25;0;1;1;0,5;12;9
point=0;72;6,25;0;1;1;0,5;12;9
point=0;77;4,25;0;1;1;0,5;12;9
point=0;79;4,25;0;1;1;0,5;12;9
point=0;51,5;3,5;0;1;1;0,5;12;9
point=0;54;3,5;0;1;1;0,5;12;9
point=0;90;1,25;0;1;1;0,5;12;9
point=0;92;1,25;0;1;1;0,5;12;9
point=0;94;1,25;0;1;1;0,5;12;9
point=0;96;2;0;1;1;0,5;12;9
point=0;100;3,75;0;1;1;0,5;12;9
enemy=0;14;-1;0;1;1;1;7;7;16;17;4;false;2;8;14
enemy=0;16;5,5;0;1;1;1;7;7;16;17;4;false;2;14;20
enemy=0;34;6;0;1;1;1;7;7;16;17;4;false;2;27;34
enemy=0;33;6;0;1;1;1;7;7;16;17;4;false;2;26;34
enemy=0;36;3;0;1;1;1;8;8;8;8;5;true;2;34;39
enemy=0;39;1,5;0;1;1;1;8;8;8;8;5;true;2;36;42
enemy=0;45;1,5;0;1;1;1;7;7;16;17;4;false;2;39;46
enemy=0;70;4,5;0;1;1;1;7;7;16;17;4;false;2;66;74
enemy=0;75;4,5;0;1;1;1;7;7;16;17;4;false;2;66;78
enemy=0;90;1,5;0;1;1;1;7;7;16;17;4;false;2;86;90
enemy=0;93;1,5;0;1;1;1;7;7;16;17;4;false;2;87;92
enemy=0;103;4,25;0;1;1;1;8;8;8;8;5;true;2;100;105
enemy=0;106;4,5;0;1;1;1;7;7;16;17;4;true;2;104;108
checkpoint=2;3
checkpoint=52;4
